category,datetime,image_1,image_2,name,page,tag,url
chairs,2021-01-05 18:14:35.859320,https://st.hzcdn.com/fimgs/c1c1adee0f9082cf_1739-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ffb1f4a90f9082d2_3629-w65-h65-b0-p0--.jpg,"GDF Studio Evelyn Mid Century Modern Fabric Arm Chair, Beige/Walnut",1,,https://www.houzz.com/products/gdf-studio-evelyn-mid-century-modern-fabric-arm-chair-beige-walnut-prvw-vr~123734598
beds,2021-01-05 18:14:35.916631,https://st.hzcdn.com/fimgs/aa918dd507bdd0d4_8429-w65-h65-b1-p0--.jpg,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/4f09972e-a192-42e7-8ac7-9eaeb94cee14/main/300x300/34s826ms/match/image.jpg,"Victor Queen Button Bed, Premier White",1,"bed,micro-suede,Skyline Furniture,tufted bed,upholstered bed,white",https://www.houzz.com/products/victor-queen-button-bed-premier-white-prvw-vr~63957013
beds,2021-01-05 18:14:35.946542,https://st.hzcdn.com/fimgs/7a81db880dd80129_8760-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/bfa100dc0dd8012d_8760-w65-h65-b0-p0--.jpg,"Lily Velvet Bed, Navy, King",1,"comfortable,contemporary,deep channel tufting,gold steel legs,king bed,lily,lily navy velvet king bed,luxurious,meridian furniture,modern,navy,nice,rich navy velvet,sturdy,velvet",https://www.houzz.com/products/lily-velvet-bed-navy-king-prvw-vr~151850805
beds,2021-01-05 18:14:36.142929,https://st.hzcdn.com/fimgs/6581ecba0ec6e32e_9085-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e9c18bd60ec6e32c_7259-w65-h65-b0-p0--.jpg,"Bernhardt Canyon Ridge Upholstered Tufted Bed, Desert Taupe, King",1,,https://www.houzz.com/products/bernhardt-canyon-ridge-upholstered-tufted-bed-desert-taupe-king-prvw-vr~157882092
chairs,2021-01-05 18:14:36.322673,https://st.hzcdn.com/fimgs/c201100b0ae8ffea_2176-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/df91051c0ae8ffec_2176-w65-h65-b1-p0--.jpg,"Karina Velvet Dining Chairs, Set of 2, Gray, Gold Base",1,"accent chair,beige,Best,black,chair,contemporary,contemporary chair,cream,grey,meridian,meridian furniture,modern,nailhead chair,navy,pink,sky blue,transitional,tufted chair,velvet,velvet chair",https://www.houzz.com/products/karina-velvet-dining-chairs-set-of-2-gray-gold-base-prvw-vr~118265649
beds,2021-01-05 18:14:36.377572,https://st.hzcdn.com/fimgs/7e317cd70e139ce7_0746-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1b217dc00e139ce8_1378-w65-h65-b0-p0--.jpg,"CosmoLiving by Cosmopolitan Mercer Upholstered Bed, Light Gray, Queen",1,"bed,king,queen,tufted,wingback",https://www.houzz.com/products/cosmoliving-by-cosmopolitan-mercer-upholstered-bed-light-gray-queen-prvw-vr~152724940
beds,2021-01-05 18:14:36.931857,https://st.hzcdn.com/fimgs/ed319f980b0473bd_6240-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/352192190b0473be_6240-w65-h65-b0-p0--.jpg,"Nova Domus Alexa Italian Modern Gray Bed, Eastern King",1,"bed,gloss finish,light grey,made in italy",https://www.houzz.com/products/nova-domus-alexa-italian-modern-gray-bed-eastern-king-prvw-vr~118480270
beds,2021-01-05 18:14:36.959258,https://st.hzcdn.com/fimgs/b48114120f0cca8e_9571-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/153172b30f0cca88_2573-w65-h65-b0-p0--.jpg,"Loryn Queen Fabric Bed Frame with Round Splayed Legs, Teal",1,"affordable,beds,chair,decor,Dining,dining set,free shipping,furniture,Home,home and decor,home d�cor,home furniture,Home Interior,indoor,Kitchen set,living room set,modern furniture,Outdoor,sofa,solid wood frame;upholstered in polyester;ten wood support s",https://www.houzz.com/products/loryn-queen-fabric-bed-frame-with-round-splayed-legs-teal-prvw-vr~161916432
chairs,2021-01-05 18:14:37.027478,https://st.hzcdn.com/simgs/f3d113a30f90732e_4-2375/home-design.jpg,,"GDF Studio Percival T-stitched Chocolate Brown Leather Dining Chairs, Set of 4",1,,https://www.houzz.com/products/gdf-studio-percival-t-stitched-chocolate-brown-leather-dining-chairs-set-of-4-prvw-vr~92114888
beds,2021-01-05 18:14:37.097527,https://st.hzcdn.com/fimgs/a0d194d70e857c44_5672-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a5e1bd4a0e857c4a_5719-w65-h65-b0-p0--.jpg,Zara Channel Tufted Velvet Bed With Custom Gold Legs,1,"contemporary,deep detailed channel tufting,elegant,furniture,gold legs with ball design,modern,rich cream velvet,twin bed,upholstered,velvet",https://www.houzz.com/products/zara-channel-tufted-velvet-bed-with-custom-gold-legs-prvw-vr~156823530
beds,2021-01-05 18:14:37.285420,https://st.hzcdn.com/fimgs/7fa1b9e70d5566d3_0476-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ed7175820d5566d4_0476-w65-h65-b1-p0--.jpg,"Potrero Panel Bed, Queen",1,"antique white queen bed,bedroom furniture,Queen Panel Bed,Wood Queen Bed",https://www.houzz.com/products/potrero-panel-bed-queen-prvw-vr~141613752
beds,2021-01-05 18:14:37.447499,https://st.hzcdn.com/fimgs/0a81afa705a59eb5_3421-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7341518505a59eb8_3421-w65-h65-b1-p0--.jpg,Solid Wood Distressed Style Bed,1,"bedroom sets,Hand made bed,painted bed,queen size beds,reclaimed bed,reclaimed wood bed,reclaimed wood bed frame,Reclaimed Wood Queen Bed,rustic bed,rustic modern bedroom,vintage bed",https://www.houzz.com/products/solid-wood-distressed-style-bed-prvw-vr~36058582
beds,2021-01-05 18:14:37.480806,https://st.hzcdn.com/fimgs/20814b320d9b4147_5539-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4811362c0d9b412b_5541-w65-h65-b1-p0--.jpg,"Willow Complete Bed, Queen, Slat",1,"bed,Bedroom,bedroom set,farmhouse,industrial,king bed,platform bed,rustic,wooden bed",https://www.houzz.com/products/willow-complete-bed-queen-slat-prvw-vr~95828109
beds,2021-01-05 18:14:37.956369,https://st.hzcdn.com/fimgs/0da1ea4d0ce6cf40_0743-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/c7c1d6700ce6cf3d_4830-w65-h65-b1-p0--.jpg,"Melanie Full Tufted Button Upholstered Velvet Platform Bed, Sea Blue",1,"accent table,bar stool,bed,chandelier,coffeetable,counter stool,dining chair,dining set,dining table,faux leather chair,foam bed,full beds,headboard,home accent,home decor,lounge chair,mdf bed,mod-5819-sea,modway,office chair,patio chair,patio dining set,pendant light,sea blue bed,side chair,sofa set,tv stand,wall sconce,wood bed,wood dining table",https://www.houzz.com/products/melanie-full-tufted-button-upholstered-velvet-platform-bed-sea-blue-prvw-vr~143308334
beds,2021-01-05 18:14:38.152982,https://st.hzcdn.com/fimgs/53e1c2c809b94fd0_3587-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/dd21649709aec605_6187-w65-h65-b0-p0--.jpg,"Rosevera Angelo Tufted Upholstered Panel/Platform Bed, Beige, Queen",1,"bed,bed frame,beds,full bed,king bed,Linen bed,panel bed,platform bed,queen bed,Tufted Beds,twin bed,upholstered bed",https://www.houzz.com/products/rosevera-angelo-tufted-upholstered-panel-platform-bed-beige-queen-prvw-vr~100032127
beds,2021-01-05 18:14:38.263905,https://st.hzcdn.com/simgs/7241171605d22d58_4-2362/home-design.jpg,,"May Bed, Walnut, King",1,"bed,bedroom furniture,contemporary bed,dark wood bed,minimalist bed,modern bed,scandinavian bed,solid wood bed",https://www.houzz.com/products/may-bed-walnut-king-prvw-vr~36591412
beds,2021-01-05 18:14:38.405983,https://st.hzcdn.com/fimgs/cc71fad40e41ec9e_6987-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/a171f9220e41ec9f_6071-w65-h65-b1-p0--.jpg,"Flora Tall Keyhole Panel Headboard Bed, Bright White Woven, King",1,"adjustable,bed,Bedroom,beige,country,custom,design,farmhouse,footboard,French,furniture,gray,headboard,interior,midcentury,modern,nailhead,neutral,panel,platform,rustic,tall,taupe,transitional,tufted,unique,velvet,wingback",https://www.houzz.com/products/flora-tall-keyhole-panel-headboard-bed-bright-white-woven-king-prvw-vr~154319349
beds,2021-01-05 18:14:38.459059,https://st.hzcdn.com/fimgs/286121120e828fc9_3174-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/2c31334d0e828fcd_3174-w65-h65-b1-p0--.jpg,"Luzon Queen Bed, Light Gray",1,"bedframes,bedroom furniture,beds,beds king size beds,designer beds,fabric headboards,headboards,light gray,moe's home collection bedroom,moe's home collection beds,queen size beds,Storage Beds,upholstered beds,upholstered headboards,wood beds",https://www.houzz.com/products/luzon-queen-bed-light-gray-prvw-vr~163553253
beds,2021-01-05 18:14:38.499798,https://st.hzcdn.com/simgs/b2719e1d08865255_4-1166/home-design.jpg,,"Nencia Upholstered Panel Bed, Beige, Charcoal, Full",1,"bed frame,panel bed,upholstered beds,upholstered platform bed,upholstery bed",https://www.houzz.com/products/nencia-upholstered-panel-bed-beige-charcoal-full-prvw-vr~83383783
beds,2021-01-05 18:14:38.616030,https://st.hzcdn.com/simgs/4d91c6020e1d1b4b_4-3853/home-design.jpg,,Amanda Queen Panel Bed,1,"coastal  decor,girls,kids,Queen Beds,youth",https://www.houzz.com/products/amanda-queen-panel-bed-prvw-vr~60050096
beds,2021-01-05 18:14:38.961501,https://st.hzcdn.com/fimgs/7b3191e00c3682ab_1590-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9a91ae8a0c3682a8_1590-w65-h65-b0-p0--.jpg,"Anya Queen Upholstered Fabric Bed, Gray",1,"affordable,assembly required,chair,Dining,free shipping,furniture,Home,home d�cor,Home Interior,indoor,modern furniture,non-marking foot caps,Outdoor,padded sturdy plywood base,platform bed frame with headboard,slatted poplar wood support system,sofa,upholstered in polyester fabric,weight capacity up to 1300 lbs",https://www.houzz.com/products/anya-queen-upholstered-fabric-bed-gray-prvw-vr~99129529
beds,2021-01-05 18:14:39.122669,https://st.hzcdn.com/fimgs/7fc15399076acc06_0978-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5321c9530627b67b_2472-w65-h65-b0-p0--.jpg,"Full Size Platform Bed, Pine Wood, Unfinished",1,"bed with drawers,full size bed,platform bed",https://www.houzz.com/products/full-size-platform-bed-pine-wood-unfinished-prvw-vr~42086221
beds,2021-01-05 18:14:39.260804,https://st.hzcdn.com/fimgs/7bc1b0f708a3a0c4_8666-w65-h65-b1-p0--.jpg,https://cf-images.us-east-1.prod.boltdns.net/v1/jit/4186268161001/4f09972e-a192-42e7-8ac7-9eaeb94cee14/main/300x300/34s826ms/match/image.jpg,"Taylor Nail Button High Arch Notched Bed, Velvet Light Gray, King",1,"arched bed,bed,California king,full,king,queen,twin,upholstered bed",https://www.houzz.com/products/taylor-nail-button-high-arch-notched-bed-velvet-light-gray-king-prvw-vr~85333209
beds,2021-01-05 18:14:39.520898,https://st.hzcdn.com/simgs/cfc19a9b0eb1d22b_4-7835/home-design.jpg,,Tommy Bahama Ocean Breeze Siesta Key Woven California King Bed,1,"benjamin rugs & furniture,California king,Tommy Bahama,tommy bahama ocean breeze siesta key woven bed",https://www.houzz.com/products/tommy-bahama-ocean-breeze-siesta-key-woven-california-king-bed-prvw-vr~159116514
beds,2021-01-05 18:14:39.554862,https://st.hzcdn.com/fimgs/20b19a4e07067eea_3075-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9401b38206b8dbb6_3075-w65-h65-b1-p0--.jpg,"Hillsdale Furniture Madison Bed Set, King w/ Rails, Textured Black",1,beds,https://www.houzz.com/products/hillsdale-furniture-madison-bed-set-king-w-rails-textured-black-prvw-vr~89928022
beds,2021-01-05 18:14:39.609051,https://st.hzcdn.com/fimgs/9091a0d50405fd54_8678-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/164140ea03fab7ff_0033-w65-h65-b0-p0--.jpg,"Hillsdale Furniture Baremore Bed Set, Queen with Rails, Antique Brown",1,"Antique Brown Finish,beds,footboard is 43"",headboard is 72"" tall,metal (tubular steel),Romantic Design,weathered dark brown finish",https://www.houzz.com/products/hillsdale-furniture-baremore-bed-set-queen-with-rails-antique-brown-prvw-vr~16320203
beds,2021-01-05 18:14:39.797226,https://st.hzcdn.com/fimgs/a03115a70ece8f96_2842-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/3d9148090ece8fa6_7685-w65-h65-b0-p0--.jpg,"100% Solid Wood Kansas Full Mate's Platform Storage Bed, White",1,,https://www.houzz.com/products/100-solid-wood-kansas-full-mate-s-platform-storage-bed-white-prvw-vr~159955945
beds,2021-01-05 18:14:40.082425,https://st.hzcdn.com/fimgs/37b1bd990c12df38_5306-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/cdc182900c12df3a_5306-w65-h65-b0-p0--.jpg,"Safavieh Eliza Metal Bed, Queen",1,"beds,contemporary,modern",https://www.houzz.com/products/safavieh-eliza-metal-bed-queen-prvw-vr~134407088
beds,2021-01-05 18:14:40.137779,https://st.hzcdn.com/fimgs/f151146605aeaf3c_0113-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/1811b4ae05ad83c0_4968-w65-h65-b0-p0--.jpg,"Hudson Bed, Queen",1,"benjamin rugs & furniture,brownstone furniture,brownstone furniture hudson queen bed,stephanie cohen home",https://www.houzz.com/products/hudson-bed-queen-prvw-vr~36392500
beds,2021-01-05 18:14:40.164021,https://st.hzcdn.com/fimgs/b601803c0d0d2f5c_8511-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/65119cd00d0d2f5d_6119-w65-h65-b1-p0--.jpg,"Valentina Upholstered Linen Blend Wingback Platform Bed, Gray, California King",1,"fabric bed,high profile bed,Linen Blend Bed,platform bed,upholstered bed,wingback beds",https://www.houzz.com/products/valentina-upholstered-linen-blend-wingback-platform-bed-gray-california-king-prvw-vr~114352479
beds,2021-01-05 18:14:40.320723,https://st.hzcdn.com/fimgs/be2112d80ce55024_2430-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/c521bfe50ce55041_2430-w65-h65-b0-p0--.jpg,"Diego Complete Bed, Cinnamon Pine, 5/0 Queen",1,"diego,espresso,espresso headboard,pine,progressive,progressive furniture",https://www.houzz.com/products/diego-complete-bed-cinnamon-pine-5-0-queen-prvw-vr~55334886
beds,2021-01-05 18:14:40.638331,https://st.hzcdn.com/fimgs/881128400c33ad29_4341-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/71911e690c33ad2c_4341-w65-h65-b0-p0--.jpg,"Tufted Nailhead Trimmed Bed, Warm Gray, King",1,"fashion beds,grey,nail head,queen,traditional,tufted,uph beds,upholstered",https://www.houzz.com/products/tufted-nailhead-trimmed-bed-warm-gray-king-prvw-vr~135708442
beds,2021-01-05 18:14:40.696243,https://st.hzcdn.com/fimgs/d881a76f0dd80254_8760-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5e312a9c0dd8025e_8760-w65-h65-b0-p0--.jpg,"Dolce Velvet Bed, Green, Queen",1,"comfortable,contemporary,contemporary design,dolce,dolce green velvet queen bed,gold metal trim and legs,green,luxurious,luxurious green velvet,meridian furniture,modern,nice,queen bed,sturdy,velvet",https://www.houzz.com/products/dolce-velvet-bed-green-queen-prvw-vr~151850761
beds,2021-01-05 18:14:40.781116,https://st.hzcdn.com/fimgs/0fb1e757099e182d_1581-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/04315590099e1830_1581-w65-h65-b1-p0--.jpg,"Arabelle Bed - Gray, Queen",1,"500-1000,bed,bedroom furniture,gs,o55,over 550,over-400,over-500,tov furniture,tov-furniture,upholstered,velvet,velvet-wood",https://www.houzz.com/products/arabelle-bed-gray-queen-prvw-vr~100337423
beds,2021-01-05 18:14:40.831564,https://st.hzcdn.com/simgs/15318bed0bb1425a_4-8225/home-design.jpg,,Hoddam Queen Bed,1,,https://www.houzz.com/products/hoddam-queen-bed-prvw-vr~129413644
beds,2021-01-05 18:14:41.050783,https://st.hzcdn.com/fimgs/e4b1ae480e90b94a_5085-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/47b179650e90b94b_9111-w65-h65-b0-p0--.jpg,"Carly Velvet Upholstered Bed, Black, Queen",1,,https://www.houzz.com/products/carly-velvet-upholstered-bed-black-queen-prvw-vr~157167518
beds,2021-01-05 18:14:41.203263,https://st.hzcdn.com/fimgs/d3211d8b0f0cfb26_3535-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4cc12aea0f0cfb27_4303-w65-h65-b1-p0--.jpg,"Biscuit Tufted Platform King Storage Bed, Fog Gray, Gray, King",1,"contemporary,fashion beds,gray,king,uph beds,upholstered",https://www.houzz.com/products/biscuit-tufted-platform-king-storage-bed-fog-gray-gray-king-prvw-vr~161921956
beds,2021-01-05 18:14:41.227362,https://st.hzcdn.com/fimgs/a9f158d109274609_4304-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/33116bfb09272892_4304-w65-h65-b1-p0--.jpg,"McArthur Upholstered Bed Set, Bronze Finish, Bed Frame Not Included, Queen",1,,https://www.houzz.com/products/mcarthur-upholstered-bed-set-bronze-finish-bed-frame-not-included-queen-prvw-vr~93937986
sofas,2021-01-05 18:14:41.764910,https://st.hzcdn.com/simgs/d0a15ab30a3bd63a_4-6391/home-design.jpg,,"Lauren Sofa, White",1,,https://www.houzz.com/products/lauren-sofa-white-prvw-vr~107955087
sofas,2021-01-05 18:14:41.931198,https://st.hzcdn.com/simgs/f381e2610f5fe357_4-8699/home-design.jpg,,"Marco Apartment Size Sofa, Gold, 60""x37""x32""",1,"american made sofa,Apartment size sofa,apartment sofa,choice of fabrics sofa,custom sofa,Hand Made Sofa,Made in Usa sofa",https://www.houzz.com/products/marco-apartment-size-sofa-gold-60x37x32-prvw-vr~107104644
sofas,2021-01-05 18:14:41.976389,https://st.hzcdn.com/fimgs/9541a9d80d092b32_1963-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f651a0ac0d092b34_9756-w65-h65-b1-p0--.jpg,Modern Armondo Sofa in Two Tone White Microfiber Leather and Gray Accent,1,"Chic,contemporary,leather,Mid Modern,modern,modern classic",https://www.houzz.com/products/modern-armondo-sofa-in-two-tone-white-microfiber-leather-and-gray-accent-prvw-vr~144440689
sofas,2021-01-05 18:14:42.130638,https://st.hzcdn.com/fimgs/5321e28b0f9065a7_2673-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/fd81bb220f9065a8_3765-w65-h65-b0-p0--.jpg,"Violet Channel Stitched Fabric 3 Seat Sofa, Beige and Dark Brown",1,,https://www.houzz.com/products/violet-channel-stitched-fabric-3-seat-sofa-beige-and-dark-brown-prvw-vr~154711759
sofas,2021-01-05 18:14:42.383624,https://st.hzcdn.com/fimgs/55a17a6109b00d9c_9581-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/80c128ad09a70a25_9581-w65-h65-b0-p0--.jpg,"Wollo Full Leather Mid-Century Sofa, Pure White",1,"contemporary,Full Leather,leather,modern",https://www.houzz.com/products/wollo-full-leather-mid-century-sofa-pure-white-prvw-vr~142928726
sofas,2021-01-05 18:14:43.136830,https://st.hzcdn.com/simgs/2e91881e0f5fe531_4-9617/home-design.jpg,,"Logan Sofa, Blush Velvet",1,"american made sofa,choice of fabric sofa,contemporary sofa,Made in Usa sofa,midcentury modern sofa,modern sofa,tufted sofa",https://www.houzz.com/products/logan-sofa-blush-velvet-prvw-vr~116414088
sofas,2021-01-05 18:14:43.215496,https://st.hzcdn.com/fimgs/e7d149e80e6aa324_9281-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/b4a1dedd0e6aa32a_1348-w65-h65-b1-p0--.jpg,"Traditional Ultra Comfortable Linen Sofa, Grey",1,"beige,blue,classic,contemporary,dark gray,dark grey,fabric,furniture,gray,grey,Home,house,light blue,linen,living room,mid century,mid-century,midcentury,modern,purple,traditional",https://www.houzz.com/products/traditional-ultra-comfortable-linen-sofa-grey-prvw-vr~91729597
sofas,2021-01-05 18:14:43.275712,https://st.hzcdn.com/fimgs/2561525707bf6243_6357-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/4d711b1d07b5ee2e_6357-w65-h65-b0-p0--.jpg,"Guillaume Sofa, Performance Velvet, Chocolate Velvet",1,"Nailhead design,sofa,steamlined sofa,tufted sofa,tufted velvet sofa,velvet sofa",https://www.houzz.com/products/guillaume-sofa-performance-velvet-chocolate-velvet-prvw-vr~63151585
sofas,2021-01-05 18:14:43.462758,https://st.hzcdn.com/fimgs/fe51a6580da5af3c_9857-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/63c1c6e10da5af52_9857-w65-h65-b1-p0--.jpg,"Bobby Berk Larsen Upholstered Sofa, Ivory",1,,https://www.houzz.com/products/bobby-berk-larsen-upholstered-sofa-ivory-prvw-vr~150081801
sofas,2021-01-05 18:14:43.515093,https://st.hzcdn.com/fimgs/a741499c059d4642_7078-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/b7317017059d4643_7078-w65-h65-b1-p0--.jpg,"Dallas Sofa, Ivory Performance/Navy Piping",1,,https://www.houzz.com/products/dallas-sofa-ivory-performance-navy-piping-prvw-vr~35676631
sofas,2021-01-05 18:14:43.558902,https://st.hzcdn.com/fimgs/e701b5890ce7eee5_6315-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ade1a3e80ce7eee6_6315-w65-h65-b0-p0--.jpg,Bradley Sofa,1,,https://www.houzz.com/products/bradley-sofa-prvw-vr~143334692
sofas,2021-01-05 18:14:44.053156,https://st.hzcdn.com/fimgs/17612aec0e3b2327_9077-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/e2815e8d0e3b2328_7441-w65-h65-b1-p0--.jpg,"Traditional Velvet Upholstered Chesterfield Sofa With Accent Pillows, Black",1,"couch,couches and sofas,furniture,home decor,home decorations for living room,living room decor,living room furniture,mid century furniture,Mid Century Modern Furniture,midcentury modern,sectionals,sofa,velvet sofa,velvet sofa beige,velvet sofa cover,velvet sofa for sale,velvet sofa purple,velvet sofas and couches",https://www.houzz.com/products/traditional-velvet-upholstered-chesterfield-sofa-with-accent-pillows-black-prvw-vr~118239920
sofas,2021-01-05 18:14:44.219034,https://st.hzcdn.com/fimgs/12a1cfaf0f90667a_3029-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/d93185ea0f90667c_3728-w65-h65-b0-p0--.jpg,"Olga Modern Glam Velvet 3 Seater Sofa, Sage, Dark Brown",1,,https://www.houzz.com/products/olga-modern-glam-velvet-3-seater-sofa-sage-dark-brown-prvw-vr~144557433
sofas,2021-01-05 18:14:44.504100,https://st.hzcdn.com/fimgs/a881549e0c34fb5f_9776-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/92f110810c34fb97_9776-w65-h65-b1-p0--.jpg,"Leroy 7' Velvet Sofa, Alabaster, Extra Deep",1,"3 seater sofa,couch,custom made sofa,deep seat,handcrafted sofa,living room furniture,Made in USA,rolled arm sofa,seat cushion,sofa,upholstered sofa,velvet sofa,white sofa",https://www.houzz.com/products/leroy-7-velvet-sofa-alabaster-extra-deep-prvw-vr~127268815
sofas,2021-01-05 18:14:44.652757,https://st.hzcdn.com/fimgs/a731cb160e53963e_1248-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/9701f0f40ecb9c8c_1248-w65-h65-b0-p0--.jpg,Divani Casa Spruce Modern Red Velvet Sofa,1,"curved,hidden frame,red,red velvet,sofa,upholstery,velvet",https://www.houzz.com/products/divani-casa-spruce-modern-red-velvet-sofa-prvw-vr~155447203
sofas,2021-01-05 18:14:45.091369,https://st.hzcdn.com/fimgs/0171b8d2088292fd_8241-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/74e1b86608829300_8241-w65-h65-b1-p0--.jpg,Eclipse Sofa White,1,"contemporary,modern,sofa,stylish chic",https://www.houzz.com/products/eclipse-sofa-white-prvw-vr~83265745
sofas,2021-01-05 18:14:45.312808,https://st.hzcdn.com/fimgs/69f1868b0eb5274d_4805-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/f181b5f80eb26714_4805-w65-h65-b0-p0--.jpg,Divani Casa Mathis Modern Grey Fabric Sofa,1,"Double Seat Cushion,Fabric Sofa,grey,grey fabric,sofa,upholstery",https://www.houzz.com/products/divani-casa-mathis-modern-grey-fabric-sofa-prvw-vr~155442898
sofas,2021-01-05 18:14:45.490713,https://st.hzcdn.com/fimgs/4821d0a00c6edc65_9411-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5371da170c6edc65_9411-w65-h65-b1-p0--.jpg,"Baretto Sofa, Gray",1,"contact greade sofa,faux leather,finished back,foam sofa,leather sofa,modern sofa,sofa,sofas,sunpan modern sofa,Sunpan Sofa,sunpan sofas",https://www.houzz.com/products/baretto-sofa-gray-prvw-vr~126490023
sofas,2021-01-05 18:14:45.534529,https://st.hzcdn.com/fimgs/25f1cd2f0d839dc2_0177-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/6171c4290d839dc2_6888-w65-h65-b1-p0--.jpg,"Mackenzie Farmhouse Velvet Tufted Sofa, Purple Velvet",1,"Bedroom,Chic,classic style furniture,contemporary,den,design,elegant sofa,farmhouse,French country,furnishing,furniture,Home,home furnishing,interior,living room,living space,modern,modern sofa,office,purple,sleek design,sofa,velvet",https://www.houzz.com/products/mackenzie-farmhouse-velvet-tufted-sofa-purple-velvet-prvw-vr~144671796
sofas,2021-01-05 18:14:45.665129,https://st.hzcdn.com/fimgs/63e19ac30bae2a46_1058-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/5c8194b50bae2a48_9095-w65-h65-b1-p0--.jpg,"Roseverea Christiansburg Tufted Sofa, Gray",1,"bedroom furniture,couches,living room sets,loveseat,sofa",https://www.houzz.com/products/roseverea-christiansburg-tufted-sofa-gray-prvw-vr~129238779
sofas,2021-01-05 18:14:46.054903,https://st.hzcdn.com/simgs/f621369f0834893e_4-4967/home-design.jpg,,"Pia English Arm Leather Sofa, Brown",1,"aniline,brown,camel,English arm,gold,leather,tan,tight back,timeless,top grain,turned wood leg,Western",https://www.houzz.com/products/pia-english-arm-leather-sofa-brown-prvw-vr~76235561
sofas,2021-01-05 18:14:46.379381,https://st.hzcdn.com/fimgs/9731c6be0e2718b9_2256-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/7461a6060ecb9bc9_2256-w65-h65-b0-p0--.jpg,Divani Casa Admiral Modern Classic Sand Fabric Sofa,1,"100% linen,2-Back Cushions,fabric,pine,sand,Slipcovered Frame,sofa",https://www.houzz.com/products/divani-casa-admiral-modern-classic-sand-fabric-sofa-prvw-vr~153918427
sofas,2021-01-05 18:14:46.405721,https://st.hzcdn.com/fimgs/4b21ae5a0d682445_4016-w65-h65-b1-p0--.jpg,https://st.hzcdn.com/fimgs/ba9167010d682435_4016-w65-h65-b0-p0--.jpg,Bowery Hill Leather Chesterfield Sofa In Grey,1,,https://www.houzz.com/products/bowery-hill-leather-chesterfield-sofa-in-grey-prvw-vr~147805786
